,Unnamed: 0,photo_url,link,name,central_distance,sustainability,rating,comfort_rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,start_date,end_date,map_lat,map_lng,name.1,description
165,165,https://cf.bstatic.com/xdata/images/hotel/square600/433335369.webp?k=5cecb1010847b57cafb5cf43b5c80a727a9f298d7a9c15795a82fe78a7c5cb13&o=,https://www.booking.com/hotel/us/ac-by-marriott-beverly-hills.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=166&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=371267508_119834766_0_0_0&highlighted_blocks=371267508_119834766_0_0_0&matching_block_id=371267508_119834766_0_0_0&sr_pri_blocks=371267508_119834766_0_0_0__245800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,AC Hotel by Marriott Beverly Hills,11.6,1.0,7.8,8.5,322 reviews,King Room with City View,1 king bed,2255,,"Beverly Hills, Los Angeles",2024/04/14,2024/04/21,34.063869,-118.368036,AC Hotel by Marriott Beverly Hills,"Located in Los Angeles, a 8-minute walk from Petersen Automotive Museum, AC Hotel by Marriott Beverly Hills provides accommodations with free bikes, private parking, an outdoor swimming pool and a fitness center. Among the facilities of this property are a restaurant, a shared lounge and a 24-hour front desk, along with free WiFi. The property has an ATM and luggage storage space for guests.
The hotel has a terrace.
There's an on-site bar and guests can also use the business area.
Los Angeles County Museum Of Art (LACMA) is a 11-minute walk from AC Hotel by Marriott Beverly Hills, while Dolby Theater is 4.8 miles away. The nearest airport is Los Angeles International Airport, 11 miles from the accommodation."
166,166,https://cf.bstatic.com/xdata/images/hotel/square600/86384496.webp?k=c71beedbb974a8f352cb54cd383f443042dc64f1af8f25e6080203f44cdffd56&o=,https://www.booking.com/hotel/us/the-culver.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=167&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=26078805_88752141_2_32_0&highlighted_blocks=26078805_88752141_2_32_0&matching_block_id=26078805_88752141_2_32_0&sr_pri_blocks=26078805_88752141_2_32_0__321260&from=searchresults#hotelTmpl,The Culver Hotel,14.2,,8.7,9.2,119 reviews,Classic Queen Room,1 queen bed,2947,,"Culver City, Los Angeles",2024/04/14,2024/04/21,34.02396947,-118.39403629,The Culver Hotel,"This Culver City hotel, located 7 miles from the Los Angeles International Airport, offers a business center and free Wi-Fi.
The Culver Hotel features the Lobby Bar and Cafe along with an outdoor patio. All guest rooms are equipped with a cable TV and tea and coffee making facilities. Each room includes a hairdryer and iron with ironing board.
The Sony Pictures Studio is less than one mile from The Culver. The hotel can arrange in-room spa services for guests."
167,167,https://cf.bstatic.com/xdata/images/hotel/square600/132445319.webp?k=b68b489ad49d3db5398dfec07fc1ae86ae0bdca73b61be06daea69e5e3a2050f&o=,https://www.booking.com/hotel/us/travelodge-culver-city.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=168&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=43042409_91836670_2_0_0&highlighted_blocks=43042409_91836670_2_0_0&matching_block_id=43042409_91836670_2_0_0&sr_pri_blocks=43042409_91836670_2_0_0__132656&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Travelodge by Wyndham Culver City,16.4,2.0,7.0,,"1,359 reviews",King Room - Non-Smoking,1 king bed,1217,,"Culver City, Los Angeles",2024/04/14,2024/04/21,34.00889603,-118.41334149,Travelodge by Wyndham Culver City,"Located within 10 minutes’ drive of Venice Beach and Santa Monica Beach, this Culver City, California hotel features an on-site restaurant. Free Wi-Fi is provided.
Styled in modern white linens, each room provides a flat-screen cable TV and free toiletries in the private bathroom at Travelodge by Wyndham Culver City. Select suites feature a bedroom separated from the living room.
Metro Café Restaurant offers onsite dining for breakfast, lunch and dinner at Travelodge by Wyndham Culver City. Classic American cuisine is served daily.
A 24-hour reception welcomes guests to Travelodge by Wyndham Culver City.  Fax and photocopying services are also available.
Sony Pictures Studios is 5 minutes’ drive away.  Los Angeles International Airport is 9 miles away and Disneyland Resort is 40 miles away from Travelodge by Wyndham Culver City
Hotel chain/brand:
Travelodge by Wyndham
Distance in property description is calculated using © OpenStreetMap
Show me more"
168,168,https://cf.bstatic.com/xdata/images/hotel/square600/168674206.webp?k=f09238a91fe41b4e4919ecc945cdcafc13e88070916ac09c046440658b2e3086&o=,https://www.booking.com/hotel/us/concourse-los-angeles-airport-hyatt.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=169&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=5846529_93701191_2_42_0&highlighted_blocks=5846529_93701191_2_42_0&matching_block_id=5846529_93701191_2_42_0&sr_pri_blocks=5846529_93701191_2_42_0__161883&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hyatt Regency Los Angeles International Airport,18.3,2.0,8.2,8.8,"3,268 reviews",Queen Room with City View - High Floor,1 queen bed,1485,,"LAX Area, Los Angeles",2024/04/14,2024/04/21,33.94574303,-118.39506626,Hyatt Regency Los Angeles International Airport,"Offering a free 24-hour transfer service to LAX, Hyatt Regency Los Angeles International Airport features spacious rooms with mid-century modern design and free WiFi. Venice Beach is 15 minutes’ drive away. An outdoor pool is available as well.
A 55-inch cable HDTV is offered in each air-conditioned room at this full service hotel. Soundproof windows offer 24-hour comfort. Guest rooms also include a refrigerator, a coffee machine and a safe. Bathrooms have granite counter-tops, marble floors, free toiletries and a hairdryer.
The restaurant onsite, unity la, offers a restaurant, open market, and a bar. The best of LA's ethnic neighborhoods and diverse communities come to life for our guests. unity la features a 24-hour open market and a unique offering of eclectic and savory choices. unity la is located on the lobby level.
Guests can work out in the fitness center at Hyatt Regency Los Angeles International Airport. Concierge services are available.
This hotel is within 15 minutes’ drive of Marina Del Rey. Hollywood is 12 mi away. Westchester Golf Course is 2.5 mi away from this hotel."
169,169,https://cf.bstatic.com/xdata/images/hotel/square600/465559729.webp?k=210e1218d2e087db42e4ae9e9868fb42044b1ed99ce9150e028723669cf0dbbc&o=,https://www.booking.com/hotel/us/sharaton-gateway-los-angeles-los-angesles-california.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=170&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=5650932_91822643_2_2_0&highlighted_blocks=5650932_91822643_2_2_0&matching_block_id=5650932_91822643_2_2_0&sr_pri_blocks=5650932_91822643_2_2_0__142100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Sheraton Gateway Los Angeles Hotel,18.0,3.0,7.6,8.3,"3,612 reviews","Traditional Room, Guest room, 1 King",1 king bed,1303,,"LAX Area, Los Angeles",2024/04/14,2024/04/21,33.94596331,-118.39082569,Sheraton Gateway Los Angeles Hotel,"This modern hotel provides free 24-hour dedicated shuttle service to Los Angeles International Airport, just 3 minutes’ drive away. Guests can relax in the outdoor heated pool. Dining options are available on site. Each guest room includes a 50-inch LCD TV.
All guest rooms at Sheraton Gateway Los Angeles Hotel offer modern décor along with an oversize work desk, a coffee machine and a refrigerator. The private bathrooms include a hairdryer and free toiletries.
Costero California Bar and Bistro is open for lunch and dinner and specializes in locally sourced small plates. For breakfast guests can stop by Brasserie, which offers a breakfast buffet with custom made omelets and specialties such as brioche French toast.
The on-site gym features free weights and cardio machines with personal TVs. Large windows provide views of the landscaped outdoor pool and hot tub.
Loyola Marymount University is 3.1 mi away.  Marina del Rey is 20 minutes’ drive away from Sheraton Gateway Los Angeles Hotel."
170,170,https://cf.bstatic.com/xdata/images/hotel/square600/447062330.webp?k=d51f78fa39ad4a1d2748e3cfabe60674a2a146b2c9e2ab6cf1d909bc2c09cf0b&o=,https://www.booking.com/hotel/us/residence-inn-beverly-hills.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=171&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=26534201_91828569_0_1_0&highlighted_blocks=26534201_91828569_0_1_0&matching_block_id=26534201_91828569_0_1_0&sr_pri_blocks=26534201_91828569_0_1_0__248311&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Residence Inn by Marriott Beverly Hills,14.1,2.0,7.5,8.1,364 reviews,Queen Studio with Sofa Bed,"2 beds (1 sofa bed, 1 queen)",2278,,"Beverly Hills, Los Angeles",2024/04/14,2024/04/21,34.05570166,-118.39583874,Residence Inn by Marriott Beverly Hills,"Located less than a mile from Rodeo Drive, Residence Inn Beverly Hills offers all suite accommodations. It features a hot tub and a well-equipped gym. A daily breakfast is included.
Rooms at the Residence Inn hotel are furnished in a contemporary style with a 49-inch LG flat-screen TV and free WiFi. The bedrooms are equipped with crisp linens, thick mattresses and fluffy pillows, while the kitchens feature a microwave, a coffee machine and an iHome.
Guests can cook their own food or discover many fine dining options along Wilshire and Beverly Boulevards. In-house vending machines provide snacks and drinks and barbecue facilities are located on site.
Popular nearby attractions include Rancho Park and Golf Course and the Los Angeles Country Club, both within a 5-minute drive from the Residence Inn Beverly Hills hotel."
171,171,https://cf.bstatic.com/xdata/images/hotel/square600/49973707.webp?k=8116798edd7e6e2707ec1822465cb45b8755c51551e9fd061336004f6bd00389&o=,https://www.booking.com/hotel/us/venice-on-the-beach-venice.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=172&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=2628302_309310674_0_0_0&highlighted_blocks=2628302_309310674_0_0_0&matching_block_id=2628302_309310674_0_0_0&sr_pri_blocks=2628302_309310674_0_0_0__176714&from=searchresults#hotelTmpl,Venice on the Beach Hotel,22.2,,7.7,,"1,028 reviews",Deluxe Standard Room,1 queen bed,1621,1781.0,"Venice Beach, Los Angeles",2024/04/14,2024/04/21,33.98033252,-118.4675999,Venice on the Beach Hotel,"This oceanfront hotel features Pacific Ocean views and a sun terrace. Just 2 minutes' walk from Venice Beach Rentals, Venice on the Beach Hotel offers contemporary rooms with free Wi-Fi.
The uniquely decorated guest rooms are furnished with a flat-screen cable TV and a refrigerator. Rooms with ocean views are available.
Venice Beach Hotel is 4 minutes' walk from the Venice Fishing Pier and 3 mi from Santa Monica Pier. It is within a 20 minutes' drive of Los Angeles International Airport."
172,172,https://cf.bstatic.com/xdata/images/hotel/square600/74261323.webp?k=9eb8fbdac8197142da4b554fcf7ed16f143e9c0c5d5ecff49414b842bd195bc5&o=,https://www.booking.com/hotel/us/hollywood-guest-inn.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=173&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=18262405_309311088_0_0_0&highlighted_blocks=18262405_309311088_0_0_0&matching_block_id=18262405_309311088_0_0_0&sr_pri_blocks=18262405_309311088_0_0_0__128923&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,The Hotel Hollywood,9.8,1.0,7.5,,"1,918 reviews",Superior Queen Room,1 queen bed,1183,1299.0,"Hollywood, Los Angeles",2024/04/14,2024/04/21,34.10385067,-118.32882777,The Hotel Hollywood,"Within walking distance of the Hollywood Walk of Fame, this Hollywood hotel features spacious rooms with free Wi-Fi and a flat-screen TV.  Famous former guests include Marilyn Monroe and James Dean.
All warmly decorated rooms are furnished with a table and chairs. For guests’ convenience, there is a refrigerator in every room.
Laundry facilities are located on site.
The Hotel Hollywood is just 1 block from Hollywood Boulevard.  Its location is also central to many area attractions, including Universal Studios and the famous Hollywood Sign, both within 10 minutes' drive of the hotel. Bob Hope Airport is 11 mi away."
173,173,https://cf.bstatic.com/xdata/images/hotel/square600/99484507.webp?k=f1b1e9f898e814acfebf088e92981bb1f72818588ed18c8b8d23908b7eac5f6e&o=,https://www.booking.com/hotel/us/kawada.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=174&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=25900703_88752130_0_0_0&highlighted_blocks=25900703_88752130_0_0_0&matching_block_id=25900703_88752130_0_0_0&sr_pri_blocks=25900703_88752130_0_0_0__105993&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Kawada Hotel,450.0,2.0,7.4,,"1,074 reviews",Standard Queen Room,1 queen bed,972,1370.0,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.05277831,-118.24782908,Kawada Hotel,"Located in Downtown Los Angeles, just 5 minutes’ walk from Walt Disney Concert Hall, Kawada Hotel offers stylish guest rooms with free WiFi. The hotel staff is available to assist guests with city tours and car hire.
The air-conditioned guest rooms at this hotel include a flat-screen TV with premium cable channels, a microwave, a refrigerator and a work desk. The private bathrooms feature a hairdryer and boutique toiletries. The property offers disability accessible features such as wheelchair access, ADA compliant guest rooms and accessible bathrooms.
Guests can utilize the on-site business center or the lobby computer work station. They can also enjoy early morning coffee or brunch at the Cherry Pick Cafe next door to the property.
The Los Angeles Convention Center is 10 minutes’ drive from the hotel. Entertainment venue Staples Center is 2 mi away.  Los Angeles International Airport is 55 minutes’ drive away from Kawada Hotel."
174,174,https://cf.bstatic.com/xdata/images/hotel/square600/437374033.webp?k=eabb54d8094cc4f232c0918e8050b294e87db27fa9d22366a6a8bd990d9ae215&o=,https://www.booking.com/hotel/us/w-hollywood.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=175&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211494&all_sr_blocks=24829129_94364809_2_2_0&highlighted_blocks=24829129_94364809_2_2_0&matching_block_id=24829129_94364809_2_2_0&sr_pri_blocks=24829129_94364809_2_2_0__334509&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,W Hollywood,9.3,2.0,7.2,,286 reviews,"Spectacular Room, Guest room, 1 King",1 king bed,3068,,"Hollywood, Los Angeles",2024/04/14,2024/04/21,34.1007935,-118.3259055,W Hollywood,"This boutique Hollywood hotel is located on the doorstep of the Hollywood Walk of Fame and is 15 minutes’ walk from Dolby Theater. It offers a rooftop pool and on-site dining options.
W Hollywood features a 42-inch plasma-screen TV and iPod docking station in every guest room. The nonsmoking rooms are also equipped with designer bath amenities.
A modern gym with cardiovascular equipment and a 24-hour business center are available at the W Hollywood. The hotel also offers 24-hour Whatever/Whenever service for dinner reservations, transportation arrangements and more.
Delphine restaurant offers Contemporary American cuisine that is California-inspired with a focus on fresh, organic ingredients. The Living Room offers Mediterranean dishes for breakfast and lunch. Enjoy signature cocktails and expansive views of downtown and Hollywood from the rooftop pool and WET Deck.
The Hollywood Walk of Fame is less than 1 mi away from W Hollywood. Hollywood Bowl is 6 minutes’ drive away. Los Angeles International Airport is 25 mi away."
175,175,https://cf.bstatic.com/xdata/images/hotel/square600/409125303.webp?k=ef7fd9e80ece3acd9a601083748db9d9a92d51301eeb7e0ffa99efa378fb65ba&o=,https://www.booking.com/hotel/us/palomar-los-angeles-westwood-a-kimpton.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=176&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211501&all_sr_blocks=44783111_110645913_2_0_0&highlighted_blocks=44783111_110645913_2_0_0&matching_block_id=44783111_110645913_2_0_0&sr_pri_blocks=44783111_110645913_2_0_0__285132&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Kimpton Hotel Palomar Los Angeles Beverly Hills, an IHG Hotel",17.9,2.0,7.9,8.5,316 reviews,Essential King Room with Skyline View,1 king bed,2616,,"Westwood, Los Angeles",2024/04/14,2024/04/21,34.0602637,-118.43740225,"Kimpton Hotel Palomar Los Angeles Beverly Hills, an IHG Hotel","Just 2 miles from Beverly Hills, this stylish 100% nonsmoking Los Angeles hotel features an outdoor swimming pool and lounge. A hosted wine tasting hour is offered daily. UCLA is 5 minutes’ drive away.
These newly renovated suites feature spa baths, city views and separate living rooms at Kimpton Hotel Palomar. Offering a flat-screen cable TV, each room provides a mini-bar, free toiletries and an private bathroom. In room spa services and 24-hour room service is provided.
A fitness center is provided onsite. Free bicycle rentals are also featured.
Santa Monica State Beach is 10 minutes’ drive from Kimpton Hotel Palomar Los Angeles Beverly Hills. Los Angeles International Airport is 20 minutes’ drive away."
176,176,https://cf.bstatic.com/xdata/images/hotel/square600/366227197.webp?k=cb053a7913b713b9dd3eb832e5e69f709a8976a610f63c3f9e4c991547fb1370&o=,https://www.booking.com/hotel/us/mama-shelter-la.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=177&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211501&all_sr_blocks=135658704_367657163_2_2_0&highlighted_blocks=135658704_367657163_2_2_0&matching_block_id=135658704_367657163_2_2_0&sr_pri_blocks=135658704_367657163_2_2_0__171280&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Mama Shelter Los Angeles,9.7,2.0,7.9,8.6,618 reviews,Medium Mama City,1 king bed,1571,,"Hollywood, Los Angeles",2024/04/14,2024/04/21,34.0997486,-118.3310395,Mama Shelter Los Angeles,"Located in Hollywood, Mama Shelter Los Angeles is 1969 feet away from the Capitol Records Building. The hotel also has an award-winning rooftop, a bar and restaurant, as well as free WiFi throughout the property.
All air-conditioned rooms are outfitted with a flat-screen TV and a DVD player. A  mini refrigerator and a work desk are also provided. All rooms also feature a private bathroom offering free toiletries and a hairdryer.
Guests can also bring back souvenirs from the gift shop. Private parking is available on site.
Dolby Theater is 2625 feet from Mama Shelter Los Angeles, while the Hollywood Bowl is 1 mi away. The nearest airport is Bob Hope Airport, 6.8 mi from the property."
177,177,https://cf.bstatic.com/xdata/images/hotel/square600/223602760.webp?k=e9501d6dc80fdc85e6dd3f63e401c892398d51be4c0c770aa998866991f17264&o=,https://www.booking.com/hotel/us/the-moment.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=178&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211501&all_sr_blocks=54674702_295363307_0_0_0&highlighted_blocks=54674702_295363307_0_0_0&matching_block_id=54674702_295363307_0_0_0&sr_pri_blocks=54674702_295363307_0_0_0__196818&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,The Moment Hotel,11.2,2.0,7.8,8.3,224 reviews,Queen Room,1 full bed,1805,,"Hollywood, Los Angeles",2024/04/14,2024/04/21,34.097998,-118.351159,The Moment Hotel,"Located in the heart of Hollywood, this California hotel is less than 2 miles from the Sunset Strip and the Hollywood Walk of Fame.  Free Wi-Fi and a 46-inch flat-screen TV are included in each guest room.
Keurig coffee-making facilities are included in every room at The Moment Hotel. An over-sized shower with a large shower-head are provided in all rooms. Electronic blackout drapes and an iPod docking station are also featured in each room.
Guests can enjoy a meal or beverage on the large rooftop lounge. The Sunset Room Cafe, available in the lobby, is also available.
Dolby Theater, the Hollywood Hills and Universal Studios are within 4 miles of this hotel.  Los Angeles city center is 16 minutes’ drive away."
178,178,https://cf.bstatic.com/xdata/images/hotel/square600/170442233.webp?k=053f46cded18c8c2c9595e0dbd2a08b908d40b49d197e8b070852f0c8dba4dcd&o=,https://www.booking.com/hotel/us/hotel-cahuenga-blvd-w-los-angeles.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=179&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211501&all_sr_blocks=48918704_94474824_2_0_0&highlighted_blocks=48918704_94474824_2_0_0&matching_block_id=48918704_94474824_2_0_0&sr_pri_blocks=48918704_94474824_2_0_0__187886&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Tilt Hotel Universal/Hollywood, Ascend Hotel Collection",12.9,1.0,7.0,,"1,162 reviews","Standard Room, 1 King Bed, Non Smoking",1 king bed,1723,,"Universal City, Los Angeles",2024/04/14,2024/04/21,34.12910997,-118.34847093,"Tilt Hotel Universal/Hollywood, Ascend Hotel Collection","The uniquely-designed, centrally-located Tilt Hotel Universal Hollywood, an Ascend Hotel Collection Member offers easy access to Universal Studios, the Hollywood Walk of Fame and NBC Studios. The property features free WiFi, an indoor heated pool, and free coffee for guests.
Featuring free WiFi, all guest rooms offer a flat-screen cable TV, a coffee machine, a desk, a hairdryer, an alarm clock and ironing facilities. Select rooms feature microwaves, sofa sleepers and spa baths.
Guests of Tilt Hotel Universal Hollywood are invited to utilize the on-site business center and guest laundry facilities.
This interior hall hotel is 20 minutes' walk from Universal Studios. It's also 7.5 mi away from Beverly Hills, 8.1 mi from Rodeo Drive, 6.2 mi from the Griffith Observatory, and 1.9 mi from the Hollywood Bowl. The nearest airport, Los Angeles International, is 27 mi away."
