,photo_url,link,name,central_distance,sustainability,rating,comfort_rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,start_date,end_date,map_lat,map_lng,name,description
92,https://cf.bstatic.com/xdata/images/hotel/square600/380262034.webp?k=c93c4cd469fb187937a32d35f49f6db2821861fe153ff7326a76591a4d8e67b2&o=,https://www.booking.com/hotel/us/the-fairmont-heritage-place-ghirardelli-square.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=17408303_381945930_6_0_0&highlighted_blocks=17408303_381945930_6_0_0&matching_block_id=17408303_381945930_6_0_0&sr_pri_blocks=17408303_381945930_6_0_0__701685&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,The Fairmont Heritage Place Ghirardelli Square,2.4 km from center,Travel Sustainable Level 3+,9.1,Comfort 9.4,201 reviews,Two-Bedroom Apartment,"3 beds (2 kings, 1 sofa bed)","€ 6,437",,"Fisherman's Wharf, San Francisco",2024-03-03,2024-03-10,37.80611150,-122.42266595,The Fairmont Heritage Place Ghirardelli Square,"




Get the celebrity treatment with world-class service at The Fairmont Heritage Place Ghirardelli Square



Built high atop Ghirardelli Square with San Francisco Bay views, this urban San Francisco resort features luxurious apartments with free WiFi and fully equipped gourmet kitchens. Sweeping terraces with fire pits are featured on-site.

All spacious apartments at The Fairmont Heritage Place Ghirardelli Square include a fireplace and a high-end entertainment system. All bedrooms are designed with an enclosed glass shower in the private bathroom. Exposed brick walls in all apartments offer natural soundproofing and a preserved element of the original Ghirardelli Square façade. An in-unit washer and dryer are tucked away in a closet for guest use. Select apartments feature bay views.

Grocery shopping and chef services can be arranged before guests’ arrive or during their stay through the 24-hour concierge and butler.

Room service from Palette, San Francisco Brewing Company, and McCormick & Kuleto's Seafood Restaurant is offered daily. The Fairmont Heritage elevators open directly to Ghirardelli Ice Cream and Chocolate Shop, local San Francisco boutiques and restaurants on Ghirardelli Square. All elevators and entrances are accessed securely by only guest key card access.

San Francisco Maritime National Museum and Fisherman’s Wharf is 2 minutes’ walk away. Located at the foot of Golden Gate Bridge, the dog-friendly Crissy Field is 15 minutes’ bike ride away from The Fairmont Heritage Place Ghirardelli Square.

All Residence Reservations include Two complimentary Valet Parking spots.



Couples in particular like the location – they rated it 9.6 for a two-person trip.



Hotel chain/brand:
Fairmont Hotels & Resorts

Distance in property description is calculated using © OpenStreetMap

Show me more



"
93,https://cf.bstatic.com/xdata/images/hotel/square600/502145049.webp?k=3cccbf1eb09e0a9b797b74117db63994506ab08704661466eab8811e5e9341e5&o=,https://www.booking.com/hotel/us/huge-open-concept-living-in-best-location.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=1098232402_382870703_0_0_0&highlighted_blocks=1098232402_382870703_0_0_0&matching_block_id=1098232402_382870703_0_0_0&sr_pri_blocks=1098232402_382870703_0_0_0__281655&from=searchresults#hotelTmpl,HUGE Open Concept Living in Best Location,3.3 km from center,,,,37 external reviews,Apartment,"12 beds (3 twins, 3 kings, 3 sofa beds, 3 queens)","€ 2,584",,San Francisco,2024-03-03,2024-03-10,37.76135990,-122.42462700,HUGE Open Concept Living in Best Location,"



HUGE Open Concept Living in Best Location is located in San Francisco, just 2.4 miles from University of San Francisco and 2.7 miles from Moscone Center. Guests staying at this vacation home have access to a balcony. Free Wifi is available throughout the property and San Francisco City Hall is 1.5 miles away.

The vacation home features 3 bedrooms, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 2 bathrooms with a hair dryer. Towels and bed linen are available in the vacation home. The accommodation has a fireplace.

Oracle Park is 2.9 miles from HUGE Open Concept Living in Best Location, while Union Square is 3.4 miles from the property. The nearest airport is San Francisco International Airport, 11 miles from the accommodation.




Distance in property description is calculated using © OpenStreetMap

"
94,https://cf.bstatic.com/xdata/images/hotel/square600/465454656.webp?k=b52bcf81ae9b65c30020b2ace5438417e029617ced326028ffbeabf7b1334312&o=,https://www.booking.com/hotel/us/charming-1-br-apt-near-ocean-amp-sutro-heights-park.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=1018135902_376488259_2_0_0&highlighted_blocks=1018135902_376488259_2_0_0&matching_block_id=1018135902_376488259_2_0_0&sr_pri_blocks=1018135902_376488259_2_0_0__154093&from=searchresults#hotelTmpl,Charming 1 Br Apt Near Ocean & Sutro Heights Park,9 km from center,,,,29 external reviews,One-Bedroom Apartment,1 queen bed,"€ 1,414","€ 1,536","Ocean Beach, San Francisco",2024-03-03,2024-03-10,37.77725070,-122.50883090,Charming 1 Br Apt Near Ocean & Sutro Heights Park,"



Charming 1 Br Apt Near Ocean & Sutro Heights Park offers accommodations in San Francisco, a 8-minute walk from Ocean Beach and 0.7 miles from Mile Rock Beach. The property is around 3.5 miles from University of San Francisco, 4.3 miles from Golden Gate Bridge, and 5.4 miles from San Francisco City Hall. Union Square is 6.6 miles from the vacation home and Ghirardelli Square is 6.7 miles away.

With free Wifi, this 1-bedroom vacation home offers a TV, a washing machine, and a fully equipped kitchen with an oven and microwave. Towels and bed linen are offered in the vacation home. The accommodation is non-smoking.

Moscone Center is 6.9 miles from the vacation home, while Coit Tower is 7.3 miles from the property. The nearest airport is San Francisco International Airport, 16 miles from Charming 1 Br Apt Near Ocean & Sutro Heights Park.




Distance in property description is calculated using © OpenStreetMap

"
95,https://cf.bstatic.com/xdata/images/hotel/square600/497478584.webp?k=f6a9071a0954346fc1af5c642c99286b36d34af80b82fe81a8fc91db31b25c26&o=,https://www.booking.com/hotel/us/bernal-heights-spacious-oasis-walk-score-96.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=1088087802_381721513_2_0_0&highlighted_blocks=1088087802_381721513_2_0_0&matching_block_id=1088087802_381721513_2_0_0&sr_pri_blocks=1088087802_381721513_2_0_0__462937&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Bernal Heights Spacious 3br Oasis Walk Score 96,5.5 km from center,Travel Sustainable Level 2,,,,Three-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)","€ 4,247","€ 4,611","Bernal Heights, San Francisco",2024-03-03,2024-03-10,37.73936130,-122.42040180,Bernal Heights Spacious 3br Oasis Walk Score 96,"




Bernal Heights Spacious 3br Oasis Walk Score 96 is a sustainable vacation home in San Francisco, 3.2 miles from San Francisco City Hall. This property encourages guests to embrace nature with its eco-friendly arrangements. This property offers access to a balcony, free private parking, and free Wifi. University of San Francisco is 4.1 miles from the vacation home and Moscone Center is 4.2 miles away.

The spacious vacation home includes 3 bedrooms and a fully equipped kitchen with a dishwasher and an oven. Towels and bed linen are provided in the vacation home. The accommodation is non-smoking.

Union Square is 4.9 miles from the vacation home, while Coit Tower is 6.1 miles away. The nearest airport is San Francisco International Airport, 9.3 miles from Bernal Heights Spacious 3br Oasis Walk Score 96.




Distance in property description is calculated using © OpenStreetMap

Show me more



"
96,https://cf.bstatic.com/xdata/images/hotel/square600/482523637.webp?k=4bc32bba1d9f3bffe29e5132827113ea7a2ed9839c48ff7e40b9c8768b07f01b&o=,https://www.booking.com/hotel/us/private-room-with-private-bathroom-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=1056379501_377808103_0_0_0&highlighted_blocks=1056379501_377808103_0_0_0&matching_block_id=1056379501_377808103_0_0_0&sr_pri_blocks=1056379501_377808103_0_0_0__63815&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Private Room with Private Bathroom near City College of SF,8.4 km from center,Travel Sustainable Level 1,7.0,,1 review,Deluxe Suite,Managed by a private host 1 full bed,€ 585,€ 635,San Francisco,2024-03-03,2024-03-10,37.71841870,-122.44447340,Private Room with Private Bathroom near City College of SF,"




Private Room with Private Bathroom near City College of SF is a sustainable apartment in San Francisco, 6.1 miles from University of San Francisco. This property encourages guests to embrace nature with its eco-friendly arrangements. This apartment provides free private parking, private check-in and check-out, and free Wifi. Moscone Center is 7.1 miles from the apartment and Union Square is 7.7 miles away.

Composed of 1 bedroom, this apartment features 1 bathroom with a bath, a shower, and a hair dryer. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

San Francisco City Hall is 6.5 miles from the apartment, while Oracle Park is 6.6 miles away. The nearest airport is San Francisco International Airport, 11 miles from Private Room with Private Bathroom near City College of SF.




Distance in property description is calculated using © OpenStreetMap

Show me more



"
97,https://cf.bstatic.com/xdata/images/hotel/square600/282380081.webp?k=2bcd1d5da151062d9f9adb95b3c9225141a4a7b62c3fd618c983d16df9c96447&o=,https://www.booking.com/hotel/us/club-quarters-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=5606605_88754410_2_0_0&highlighted_blocks=5606605_88754410_2_0_0&matching_block_id=5606605_88754410_2_0_0&sr_pri_blocks=5606605_88754410_2_0_0__145354&from=searchresults#hotelTmpl,"Club Quarters Hotel Embarcadero, San Francisco",1 km from center,,8.0,Comfort 8.3,"4,874 reviews",One Room Suite with Kitchenette,"2 beds (1 sofa bed, 1 queen)","€ 1,333","€ 1,481","Financial District, San Francisco",2024-03-03,2024-03-10,37.79504216,-122.40082070,"Club Quarters Hotel Embarcadero, San Francisco","




You're eligible for a Genius discount at Club Quarters Hotel Embarcadero, San Francisco! To save at this property, all you have to do is sign in.
Located in the heart of San Francisco's business and financial district, Club Quarters Hotel Embarcadero, San Francisco features comfortable accommodations in a private club-like atmosphere. Guests enjoy free WiFi throughout the property. The Embarcadero and the scenic Ferry Building are 10 minutes’ walk away.

The air-conditioned rooms at this hotel include a flat-screen LCD TV and a multi-purpose work space with a desk and an ergonomic chair. A custom coffee machine with free coffee and tea is provided in each guest room.  The private bathrooms include free toiletries and a hairdryer.

Guests at Club Quarters Hotel Embarcadero, San Francisco can enjoy unparalleled service and amenities, including a fitness center, concierge assistance and 24-hour front desk services. Grocery delivery and room service are available to guests.

Vibrant Union Square is 0.6 mi away from Club Quarters Hotel Embarcadero, San Francisco. San Francisco’s Little Italy is 8 minutes’ drive away.



Couples in particular like the location – they rated it 9.0 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
98,https://cf.bstatic.com/xdata/images/hotel/square600/429164656.webp?k=40113d45a1e187b7e380ed7d3fb9e1a01f91d831aa9ec26acdc7929b4ff3b502&o=,https://www.booking.com/hotel/us/the-addison-by-kasa.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=786591301_338190593_2_0_0&highlighted_blocks=786591301_338190593_2_0_0&matching_block_id=786591301_338190593_2_0_0&sr_pri_blocks=786591301_338190593_2_0_0__121594&from=searchresults#hotelTmpl,Kasa The Addison San Francisco,2 km from center,,8.5,Comfort 9.0,32 reviews,Studio (Self Check-in with Virtual Front Desk),1 queen bed,"€ 1,115","€ 1,422","Pacific Heights, San Francisco",2024-03-03,2024-03-10,37.79009442,-122.43030391,Kasa The Addison San Francisco,"




You're eligible for a Genius discount at Kasa The Addison San Francisco! To save at this property, all you have to do is sign in.
Offering free WiFi, Kasa The Addison San Francisco offers accommodations in San Francisco, 1.6 miles from Ghirardelli Square and 1.7 miles from Union Square. The property is located 1.7 miles from San Francisco City Hall, 2.1 miles from University of San Francisco and 2.3 miles from Coit Tower. Moscone Center is 2.3 miles from the hotel and Alcatraz is 2.5 miles away.

At the hotel, the rooms include a desk, a flat-screen TV, a private bathroom, bed linen and towels. All rooms will provide guests with a fridge.

Pier 39 is 2.6 miles from Kasa The Addison San Francisco, while Oracle Park is 3.2 miles from the property. The nearest airport is San Francisco International Airport, 13 miles from the accommodation.



Couples in particular like the location – they rated it 9.4 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
99,https://cf.bstatic.com/xdata/images/hotel/square600/80194398.webp?k=ab4b7fd677416b7de13519d40951c02c809183cbdf368f39f8ea11d917cb1ae7&o=,https://www.booking.com/hotel/us/cow-hollow-inn-and-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=195261511_93789489_0_0_0&highlighted_blocks=195261511_93789489_0_0_0&matching_block_id=195261511_93789489_0_0_0&sr_pri_blocks=195261511_93789489_0_0_0__221931&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Cow Hollow Inn and Suites,3 km from center,Travel Sustainable Level 1,8.0,Comfort 8.4,"4,419 reviews",One-Bedroom Suite with King Bed,1 king bed,"€ 2,036","€ 2,237","Marina District, San Francisco",2024-03-03,2024-03-10,37.79988957,-122.43741810,Cow Hollow Inn and Suites,"




You're eligible for a Genius discount at Cow Hollow Inn and Suites! To save at this property, all you have to do is sign in.
Located in San Francisco, the Cow Hollow Inn and Suites offers nonsmoking accommodations to guests. Free self parking for 1 car per room and free WiFi is provided.

Each comfortable room offers air-conditioning and a TV. Suites offer a kitchen which includes an oven and a dishwasher. Suites also feature a fireplace in the living room. Refrigerators are available upon request.

A 24-hour front desk is available to guests, as well as concierge services and ticket assistance to tour busses and shows.

Shopping is available at the nearby Marina District from the Cow Hollow Inn and Suites. Many restaurants are also available to guests within walking distance. The San Francisco International Airport is 16 mi away from the property, while the Oakland International Airport is 22 mi away.



Couples in particular like the location – they rated it 9.0 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
100,https://cf.bstatic.com/xdata/images/hotel/square600/83030950.webp?k=a6dd2efa7d3ddf824f59a9082d91b0e2dec7773809f38d0efd3e0fc6b6cff4b7&o=,https://www.booking.com/hotel/us/noe-39-s-nest-bed-and-breakfast.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=204529105_202364809_0_1_0&highlighted_blocks=204529105_202364809_0_1_0&matching_block_id=204529105_202364809_0_1_0&sr_pri_blocks=204529105_202364809_0_1_0__201615&from=searchresults#hotelTmpl,Noe's Nest Bed and Breakfast,4.3 km from center,,8.8,Comfort 9.0,137 reviews,Junior Suite with Garden View,1 king bed,"€ 1,849",,"Mission, San Francisco",2024-03-03,2024-03-10,37.75110160,-122.42252250,Noe's Nest Bed and Breakfast,"




You're eligible for a Genius discount at Noe's Nest Bed and Breakfast! To save at this property, all you have to do is sign in.
Located in a charming Victorian house in San Francisco’s central Noe Valley neighborhood, Noe's Nest Bed and Breakfast serves a generous daily buffet breakfast and offers guest rooms with free WiFi.

Each uniquely decorated guest room at this B&B features a flat-screen cable TV and a private marble bathroom with free toiletries and a hairdryer. Select suites include a relaxing spa bath and garden views.

The breakfast at Noe's Nest Bed and Breakfast is served each morning from 08:00 to 10:30 and includes eggs for self-service cooking, dried fruits and nuts, fresh seasonal fruits, cheeses, breads, bagels (toaster provided) and pastries. Spreads include cream cheese and butter. Dietary replacements (soy milk, rice milk and gluten free breads and cereals) and a kosher breakfast are provided upon request.

Guests can relax in the garden at this B&B. There is also concierge service at the property.

Offering cafes, restaurants and entertainment venues, San Francisco’s lively Mission District is 5 minutes’ drive from the property.  The Castro District and the Castro Theater are just 0.6 mi away. San Francisco International Airport is 21 minutes’ drive away from Noe's Nest Bed and Breakfast.



Couples in particular like the location – they rated it 9.3 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
101,https://cf.bstatic.com/xdata/images/hotel/square600/469732683.webp?k=85f4ee74c239d0bc7e0f626ad7521a8bfe8d6b25ad4b8d9fd76b54bb28d0dd12&o=,https://www.booking.com/hotel/us/marina-motel.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=28904808_373264451_0_0_0&highlighted_blocks=28904808_373264451_0_0_0&matching_block_id=28904808_373264451_0_0_0&sr_pri_blocks=28904808_373264451_0_0_0__127758&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Marina Motel,3.4 km from center,Travel Sustainable Level 3,8.3,Comfort 8.5,877 reviews,Street Facing Queen Suite,1 queen bed,"€ 1,172","€ 1,288","Marina District, San Francisco",2024-03-03,2024-03-10,37.79899811,-122.44400494,Marina Motel,"




You're eligible for a Genius discount at Marina Motel! To save at this property, all you have to do is sign in.
Located off the famous Lombard Street, this motel offers rooms with free WiFi.  It is less than 2 miles from Fishermans Wharf. Free on-site car parking is available.

Rooms at Motel Marina are fitted with wooden furniture and framed artwork, and equipped with flat-screen TVs. Rooms with self-catering kitchen facilities are available.

Guests can enjoy coffee and pastries along one of the many coffee houses on Chestnut Street. The metro (bus) to Union Square is 5 minutes' walk away.

Marina Motel is 10 minutes’ walk from Palace of the Fine Arts and 2 miles from the ferry terminal for Alcatraz Island. Presidio Golf Club is 1.5 miles from the motel. Marina Motel is 13 miles from San Francisco International Airport.



Couples in particular like the location – they rated it 9.1 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
102,https://cf.bstatic.com/xdata/images/hotel/square600/505318031.webp?k=3b82ad7ec2658e11fa0807b2b747ce9f40a9d076fb9d9ac78b588eaafbd72497&o=,https://www.booking.com/hotel/us/the-wharf-inn.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=5628210_195578943_2_0_0&highlighted_blocks=5628210_195578943_2_0_0&matching_block_id=5628210_195578943_2_0_0&sr_pri_blocks=5628210_195578943_2_0_0__441142&from=searchresults#hotelTmpl,The Wharf Inn,2.3 km from center,,7.0,,"1,596 reviews",Penthouse Suite,"3 beds (2 fulls, 1 king)","€ 4,047","€ 5,363","Fisherman's Wharf, San Francisco",2024-03-03,2024-03-10,37.80778245,-122.41416268,The Wharf Inn,"




You're eligible for a Genius discount at The Wharf Inn! To save at this property, all you have to do is sign in.
Located 5 minutes’ walk away from the shops and restaurants of Fisherman's Wharf, The Wharf Inn offers guest rooms with free WiFi.  Guests at this completely nonsmoking motel can enjoy starting the morning with a free cup of coffee and a newspaper.

A 40-inch LCD TV with premium channels is provided in each room at The Wharf Inn.  Each private bathroom includes a hairdryer.

The Wharf Inn offers a 24-hour reception. Guests are also offered access to a 24-hour fitness center, which is located 2 minutes’ walk away at Northpoint Center for a small fee.

Offering cruises to Alcatraz Island, Pier 33 is less than 0.6 mi away from this motel.  The iconic Golden Gate Bridge is 4 mi away.  San Francisco’s North Beach neighborhood is 7 minutes’ walk away from The Wharf Inn.



Couples in particular like the location – they rated it 9.1 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
103,https://cf.bstatic.com/xdata/images/hotel/square600/34677982.webp?k=313d37f6a540cbe6627e3504d459c368d9e5efbba68a41e3c094014011bf64a0&o=,https://www.booking.com/hotel/us/stanyan-park-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&nflt=ht_id%3D201&srpvid=d88d924d24f301e2&srepoch=1706215750&all_sr_blocks=113250506_106633920_0_1_0&highlighted_blocks=113250506_106633920_0_1_0&matching_block_id=113250506_106633920_0_1_0&sr_pri_blocks=113250506_106633920_0_1_0__382608&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Stanyan Park Hotel,4.6 km from center,Travel Sustainable Level 1,8.3,Comfort 8.8,598 reviews,Two-Bedroom Suite,"4 beds (2 twins, 1 king, 1 sofa bed)","€ 3,510",,"Haight-Ashbury, San Francisco",2024-03-03,2024-03-10,37.76813800,-122.45306860,Stanyan Park Hotel,"




You're eligible for a Genius discount at Stanyan Park Hotel! To save at this property, all you have to do is sign in.
Listed on the National Register of Historic Places, Stanyan Park Hotel offers Victorian-style rooms with free WiFi. It serves a daily expanded continental breakfast. Golden Gate Park is steps away.

A flat-screen TV, ironing facilities and an private bathroom with free toiletries and a hairdryer and provided in each room at this completely nonsmoking hotel. Each suite includes kitchen facilities.

A wine & cheese hour and evening tea service on weekday evenings is featured. A 24-hour reception greets guests of Stanyan Park Hotel. The property is handicapped accessible.

San Francisco’s lively Haight Street is just 1 minutes’ walk away from this hotel. San Francisco City Hall is 2.1 mi away and Union Square is 2.9 mi away. San Francisco International Airport is 11 mi away.



Couples in particular like the location – they rated it 9.4 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
